Sol,Hour,Temperature
81,22,-9.500000000000007
81,23,-30.96510498587563
82,0,-54.000000000000014
82,1,-77.03489501412437
82,2,-98.5
82,3,-116.93250352560273
82,4,-131.07626093681506
82,5,-139.96739853972707
82,6,-143.0
82,7,-139.96739853972707
82,8,-131.07626093681503
82,9,-116.93250352560273
82,10,-98.5
82,11,-77.03489501412434
82,12,-54.0
82,13,-30.965104985875655
82,14,-9.500000000000007
82,15,8.932503525602726
82,16,23.076260936815032
82,17,31.967398539727085
82,18,35.0
82,19,31.967398539727085
82,20,23.07626093681506
82,21,8.932503525602733
82,22,-9.500000000000007
82,23,-30.96510498587563
83,0,-54.000000000000014
83,1,-77.03489501412437
83,2,-98.5
83,3,-116.93250352560273
83,4,-131.07626093681506
83,5,-139.96739853972707
83,6,-143.0
83,7,-139.96739853972707
83,8,-131.07626093681503
83,9,-116.93250352560273
83,10,-98.5
83,11,-77.03489501412434
83,12,-54.0
83,13,-30.965104985875655
83,14,-9.500000000000007
83,15,8.932503525602726
83,16,23.076260936815032
83,17,31.967398539727085
83,18,35.0
83,19,31.967398539727085
83,20,23.07626093681506
83,21,8.932503525602733
83,22,-9.500000000000007
83,23,-30.96510498587563
84,0,-54.000000000000014
84,1,-77.03489501412437
84,2,-98.5
84,3,-116.93250352560273
84,4,-131.07626093681506
84,5,-139.96739853972707
84,6,-143.0
84,7,-139.96739853972707
84,8,-131.07626093681503
84,9,-116.93250352560273
84,10,-98.5
84,11,-77.03489501412434
84,12,-54.0
84,13,-30.965104985875655
84,14,-9.500000000000007
84,15,8.932503525602726
84,16,23.076260936815032
84,17,31.967398539727085
84,18,35.0
84,19,31.967398539727085
84,20,23.07626093681506
84,21,8.932503525602733
84,22,-9.500000000000007
84,23,-30.96510498587563
85,0,-54.000000000000014
85,1,-77.03489501412437
85,2,-98.5
85,3,-116.93250352560273
85,4,-131.07626093681506
85,5,-139.96739853972707
85,6,-143.0
85,7,-139.96739853972707
85,8,-131.07626093681503
85,9,-116.93250352560273
85,10,-98.5
85,11,-77.03489501412434
85,12,-54.0
85,13,-30.965104985875655
85,14,-9.500000000000007
85,15,8.932503525602726
85,16,23.076260936815032
85,17,31.967398539727085
85,18,35.0
85,19,31.967398539727085
85,20,23.07626093681506
85,21,8.932503525602733
85,22,-9.500000000000007
85,23,-30.96510498587563
86,0,-54.000000000000014
86,1,-77.03489501412437
86,2,-98.5
86,3,-116.93250352560273
86,4,-131.07626093681506
86,5,-139.96739853972707
86,6,-143.0
86,7,-139.96739853972707
86,8,-131.07626093681503
86,9,-116.93250352560273
86,10,-98.5
86,11,-77.03489501412434
86,12,-54.0
86,13,-30.965104985875655
86,14,-9.500000000000007
86,15,8.932503525602726
86,16,23.076260936815032
86,17,31.967398539727085
86,18,35.0
86,19,31.967398539727085
86,20,23.07626093681506
86,21,8.932503525602733
86,22,-9.500000000000007
86,23,-30.96510498587563
87,0,-54.000000000000014
87,1,-77.03489501412437
87,2,-98.5
87,3,-116.93250352560273
87,4,-131.07626093681506
87,5,-139.96739853972707
87,6,-143.0
87,7,-139.96739853972707
87,8,-131.07626093681503
87,9,-116.93250352560273
87,10,-98.5
87,11,-77.03489501412434
87,12,-54.0
87,13,-30.965104985875655
87,14,-9.500000000000007
87,15,8.932503525602726
87,16,23.076260936815032
87,17,31.967398539727085
87,18,35.0
87,19,31.967398539727085
87,20,23.07626093681506
87,21,8.932503525602733
87,22,-9.500000000000007
87,23,-30.96510498587563
88,0,-54.000000000000014
88,1,-77.03489501412437
88,2,-98.5
88,3,-116.93250352560273
88,4,-131.07626093681506
88,5,-139.96739853972707
88,6,-143.0
88,7,-139.96739853972707
88,8,-131.07626093681503
88,9,-116.93250352560273
88,10,-98.5
88,11,-77.03489501412434
88,12,-54.0
88,13,-30.965104985875655
88,14,-9.500000000000007
88,15,8.932503525602726
88,16,23.076260936815032
88,17,31.967398539727085
88,18,35.0
88,19,31.967398539727085
88,20,23.07626093681506
88,21,8.932503525602733
88,22,-9.500000000000007
88,23,-30.96510498587563
89,0,-54.000000000000014
89,1,-77.03489501412437
89,2,-98.5
89,3,-116.93250352560273
89,4,-131.07626093681506
89,5,-139.96739853972707
89,6,-143.0
89,7,-139.96739853972707
89,8,-131.07626093681503
89,9,-116.93250352560273
89,10,-98.5
89,11,-77.03489501412434
89,12,-54.0
89,13,-30.965104985875655
89,14,-9.500000000000007
89,15,8.932503525602726
89,16,23.076260936815032
89,17,31.967398539727085
89,18,35.0
89,19,31.967398539727085
89,20,23.07626093681506
89,21,8.932503525602733
89,22,-9.500000000000007
89,23,-30.96510498587563
90,0,-54.000000000000014
90,1,-77.03489501412437
90,2,-98.5
90,3,-116.93250352560273
90,4,-131.07626093681506
90,5,-139.96739853972707
90,6,-143.0
90,7,-139.96739853972707
90,8,-131.07626093681503
90,9,-116.93250352560273
90,10,-98.5
90,11,-77.03489501412434
90,12,-54.0
90,13,-30.965104985875655
90,14,-9.500000000000007
90,15,8.932503525602726
90,16,23.076260936815032
90,17,31.967398539727085
90,18,35.0
90,19,31.967398539727085
90,20,23.07626093681506
90,21,8.932503525602733
90,22,-9.500000000000007
90,23,-30.96510498587563
91,0,-54.000000000000014
91,1,-77.03489501412437
91,2,-98.5
91,3,-116.93250352560273
91,4,-131.07626093681506
91,5,-139.96739853972707
91,6,-143.0
91,7,-139.96739853972707
91,8,-131.07626093681503
91,9,-116.93250352560273
91,10,-98.5
91,11,-77.03489501412434
91,12,-54.0
91,13,-30.965104985875655
91,14,-9.500000000000007
91,15,8.932503525602726
91,16,23.076260936815032
91,17,31.967398539727085
91,18,35.0
91,19,31.967398539727085
91,20,23.07626093681506
91,21,8.932503525602733
91,22,-9.500000000000007
91,23,-30.96510498587563
92,0,-54.000000000000014
92,1,-77.03489501412437
92,2,-98.5
92,3,-116.93250352560273
92,4,-131.07626093681506
92,5,-139.96739853972707
92,6,-143.0
92,7,-139.96739853972707
92,8,-131.07626093681503
92,9,-116.93250352560273
92,10,-98.5
92,11,-77.03489501412434
92,12,-54.0
92,13,-30.965104985875655
92,14,-9.500000000000007
92,15,8.932503525602726
92,16,23.076260936815032
92,17,31.967398539727085
92,18,35.0
92,19,31.967398539727085
92,20,23.07626093681506
92,21,8.932503525602733
92,22,-9.500000000000007
92,23,-30.96510498587563
93,0,-54.000000000000014
93,1,-77.03489501412437
93,2,-98.5
93,3,-116.93250352560273
93,4,-131.07626093681506
93,5,-139.96739853972707
93,6,-143.0
93,7,-139.96739853972707
93,8,-131.07626093681503
93,9,-116.93250352560273
93,10,-98.5
93,11,-77.03489501412434
93,12,-54.0
93,13,-30.965104985875655
93,14,-9.500000000000007
93,15,8.932503525602726
93,16,23.076260936815032
93,17,31.967398539727085
93,18,35.0
93,19,31.967398539727085
93,20,23.07626093681506
93,21,8.932503525602733
93,22,-9.500000000000007
93,23,-30.96510498587563
94,0,-54.000000000000014
94,1,-77.03489501412437
94,2,-98.5
94,3,-116.93250352560273
94,4,-131.07626093681506
94,5,-139.96739853972707
94,6,-143.0
94,7,-139.96739853972707
94,8,-131.07626093681503
94,9,-116.93250352560273
94,10,-98.5
94,11,-77.03489501412434
94,12,-54.0
94,13,-30.965104985875655
94,14,-9.500000000000007
94,15,8.932503525602726
94,16,23.076260936815032
94,17,31.967398539727085
94,18,35.0
94,19,31.967398539727085
94,20,23.07626093681506
94,21,8.932503525602733
94,22,-9.500000000000007
94,23,-30.96510498587563
95,0,-54.000000000000014
95,1,-77.03489501412437
95,2,-98.5
95,3,-116.93250352560273
95,4,-131.07626093681506
95,5,-139.96739853972707
95,6,-143.0
95,7,-139.96739853972707
95,8,-131.07626093681503
95,9,-116.93250352560273
95,10,-98.5
95,11,-77.03489501412434
95,12,-54.0
95,13,-30.965104985875655
95,14,-9.500000000000007
95,15,8.932503525602726
95,16,23.076260936815032
95,17,31.967398539727085
95,18,35.0
95,19,31.967398539727085
95,20,23.07626093681506
95,21,8.932503525602733
95,22,-9.500000000000007
95,23,-30.96510498587563
96,0,-54.000000000000014
96,1,-77.03489501412437
96,2,-98.5
96,3,-116.93250352560273
96,4,-131.07626093681506
96,5,-139.96739853972707
96,6,-143.0
96,7,-139.96739853972707
96,8,-131.07626093681503
96,9,-116.93250352560273
96,10,-98.5
96,11,-77.03489501412434
96,12,-54.0
96,13,-30.965104985875655
96,14,-9.500000000000007
96,15,8.932503525602726
96,16,23.076260936815032
96,17,31.967398539727085
96,18,35.0
96,19,31.967398539727085
96,20,23.07626093681506
96,21,8.932503525602733
96,22,-9.500000000000007
96,23,-30.96510498587563
97,0,-54.000000000000014
97,1,-77.03489501412437
97,2,-98.5
97,3,-116.93250352560273
97,4,-131.07626093681506
97,5,-139.96739853972707
97,6,-143.0
97,7,-139.96739853972707
97,8,-131.07626093681503
97,9,-116.93250352560273
97,10,-98.5
97,11,-77.03489501412434
97,12,-54.0
97,13,-30.965104985875655
97,14,-9.500000000000007
97,15,8.932503525602726
97,16,23.076260936815032
97,17,31.967398539727085
97,18,35.0
97,19,31.967398539727085
97,20,23.07626093681506
97,21,8.932503525602733
97,22,-9.500000000000007
97,23,-30.96510498587563
98,0,-54.000000000000014
98,1,-77.03489501412437
98,2,-98.5
98,3,-116.93250352560273
98,4,-131.07626093681506
98,5,-139.96739853972707
98,6,-143.0
98,7,-139.96739853972707
98,8,-131.07626093681503
98,9,-116.93250352560273
98,10,-98.5
98,11,-77.03489501412434
98,12,-54.0
98,13,-30.965104985875655
98,14,-9.500000000000007
98,15,8.932503525602726
98,16,23.076260936815032
98,17,31.967398539727085
98,18,35.0
98,19,31.967398539727085
98,20,23.07626093681506
98,21,8.932503525602733
98,22,-9.500000000000007
98,23,-30.96510498587563
99,0,-54.000000000000014
99,1,-77.03489501412437
99,2,-98.5
99,3,-116.93250352560273
99,4,-131.07626093681506
99,5,-139.96739853972707
99,6,-143.0
99,7,-139.96739853972707
99,8,-131.07626093681503
99,9,-116.93250352560273
99,10,-98.5
99,11,-77.03489501412434
99,12,-54.0
99,13,-30.965104985875655
99,14,-9.500000000000007
99,15,8.932503525602726
99,16,23.076260936815032
99,17,31.967398539727085
99,18,35.0
99,19,31.967398539727085
99,20,23.07626093681506
99,21,8.932503525602733
99,22,-9.500000000000007
99,23,-30.96510498587563
100,0,-54.000000000000014
100,1,-77.03489501412437
100,2,-98.5
100,3,-116.93250352560273
100,4,-131.07626093681506
100,5,-139.96739853972707
100,6,-143.0
100,7,-139.96739853972707
100,8,-131.07626093681503
100,9,-116.93250352560273
100,10,-98.5
100,11,-77.03489501412434
100,12,-54.0
100,13,-30.965104985875655
100,14,-9.500000000000007
100,15,8.932503525602726
100,16,23.076260936815032
100,17,31.967398539727085
100,18,35.0
100,19,31.967398539727085
100,20,23.07626093681506
100,21,8.932503525602733
100,22,-9.500000000000007
100,23,-30.96510498587563
101,0,-54.000000000000014
101,1,-77.03489501412437
101,2,-98.5
101,3,-116.93250352560273
101,4,-131.07626093681506
101,5,-139.96739853972707
101,6,-143.0
101,7,-139.96739853972707
101,8,-131.07626093681503
101,9,-116.93250352560273
101,10,-98.5
101,11,-77.03489501412434
101,12,-54.0
101,13,-30.965104985875655
101,14,-9.500000000000007
101,15,8.932503525602726
101,16,23.076260936815032
101,17,31.967398539727085
101,18,35.0
101,19,31.967398539727085
101,20,23.07626093681506
101,21,8.932503525602733
101,22,-9.500000000000007
101,23,-30.96510498587563
102,0,-54.000000000000014
102,1,-77.03489501412437
102,2,-98.5
102,3,-116.93250352560273
102,4,-131.07626093681506
102,5,-139.96739853972707
102,6,-143.0
102,7,-139.96739853972707
102,8,-131.07626093681503
102,9,-116.93250352560273
102,10,-98.5
102,11,-77.03489501412434
102,12,-54.0
102,13,-30.965104985875655
102,14,-9.500000000000007
102,15,8.932503525602726
102,16,23.076260936815032
102,17,31.967398539727085
102,18,35.0
102,19,31.967398539727085
102,20,23.07626093681506
102,21,8.932503525602733
102,22,-9.500000000000007
102,23,-30.96510498587563
103,0,-54.000000000000014
103,1,-77.03489501412437
103,2,-98.5
103,3,-116.93250352560273
103,4,-131.07626093681506
103,5,-139.96739853972707
103,6,-143.0
103,7,-139.96739853972707
103,8,-131.07626093681503
103,9,-116.93250352560273
103,10,-98.5
103,11,-77.03489501412434
103,12,-54.0
103,13,-30.965104985875655
103,14,-9.500000000000007
103,15,8.932503525602726
103,16,23.076260936815032
103,17,31.967398539727085
103,18,35.0
103,19,31.967398539727085
103,20,23.07626093681506
103,21,8.932503525602733
103,22,-9.500000000000007
103,23,-30.96510498587563
104,0,-54.000000000000014
104,1,-77.03489501412437
104,2,-98.5
104,3,-116.93250352560273
104,4,-131.07626093681506
104,5,-139.96739853972707
104,6,-143.0
104,7,-139.96739853972707
104,8,-131.07626093681503
104,9,-116.93250352560273
104,10,-98.5
104,11,-77.03489501412434
104,12,-54.0
104,13,-30.965104985875655
104,14,-9.500000000000007
104,15,8.932503525602726
104,16,23.076260936815032
104,17,31.967398539727085
104,18,35.0
104,19,31.967398539727085
104,20,23.07626093681506
104,21,8.932503525602733
104,22,-9.500000000000007
104,23,-30.96510498587563
105,0,-54.000000000000014
105,1,-77.03489501412437
105,2,-98.5
105,3,-116.93250352560273
105,4,-131.07626093681506
105,5,-139.96739853972707
105,6,-143.0
105,7,-139.96739853972707
105,8,-131.07626093681503
105,9,-116.93250352560273
105,10,-98.5
105,11,-77.03489501412434
105,12,-54.0
105,13,-30.965104985875655
105,14,-9.500000000000007
105,15,8.932503525602726
105,16,23.076260936815032
105,17,31.967398539727085
105,18,35.0
105,19,31.967398539727085
105,20,23.07626093681506
105,21,8.932503525602733
105,22,-9.500000000000007
105,23,-30.96510498587563
106,0,-54.000000000000014
106,1,-77.03489501412437
106,2,-98.5
106,3,-116.93250352560273
106,4,-131.07626093681506
106,5,-139.96739853972707
106,6,-143.0
106,7,-139.96739853972707
106,8,-131.07626093681503
106,9,-116.93250352560273
106,10,-98.5
106,11,-77.03489501412434
106,12,-54.0
106,13,-30.965104985875655
106,14,-9.500000000000007
106,15,8.932503525602726
106,16,23.076260936815032
106,17,31.967398539727085
106,18,35.0
106,19,31.967398539727085
106,20,23.07626093681506
106,21,8.932503525602733
106,22,-9.500000000000007
106,23,-30.96510498587563
107,0,-54.000000000000014
107,1,-77.03489501412437
107,2,-98.5
107,3,-116.93250352560273
107,4,-131.07626093681506
107,5,-139.96739853972707
107,6,-143.0
107,7,-139.96739853972707
107,8,-131.07626093681503
107,9,-116.93250352560273
107,10,-98.5
107,11,-77.03489501412434
107,12,-54.0
107,13,-30.965104985875655
107,14,-9.500000000000007
107,15,8.932503525602726
107,16,23.076260936815032
107,17,31.967398539727085
107,18,35.0
107,19,31.967398539727085
107,20,23.07626093681506
107,21,8.932503525602733
107,22,-9.500000000000007
107,23,-30.96510498587563
108,0,-54.000000000000014
108,1,-77.03489501412437
108,2,-98.5
108,3,-116.93250352560273
108,4,-131.07626093681506
108,5,-139.96739853972707
108,6,-143.0
108,7,-139.96739853972707
108,8,-131.07626093681503
108,9,-116.93250352560273
108,10,-98.5
108,11,-77.03489501412434
108,12,-54.0
108,13,-30.965104985875655
108,14,-9.500000000000007
108,15,8.932503525602726
108,16,23.076260936815032
108,17,31.967398539727085
108,18,35.0
108,19,31.967398539727085
108,20,23.07626093681506
108,21,8.932503525602733
108,22,-9.500000000000007
108,23,-30.96510498587563
109,0,-54.000000000000014
109,1,-77.03489501412437
109,2,-98.5
109,3,-116.93250352560273
109,4,-131.07626093681506
109,5,-139.96739853972707
109,6,-143.0
109,7,-139.96739853972707
109,8,-131.07626093681503
109,9,-116.93250352560273
109,10,-98.5
109,11,-77.03489501412434
109,12,-54.0
109,13,-30.965104985875655
109,14,-9.500000000000007
109,15,8.932503525602726
109,16,23.076260936815032
109,17,31.967398539727085
109,18,35.0
109,19,31.967398539727085
109,20,23.07626093681506
109,21,8.932503525602733
109,22,-9.500000000000007
109,23,-30.96510498587563
110,0,-54.000000000000014
110,1,-77.03489501412437
110,2,-98.5
110,3,-116.93250352560273
110,4,-131.07626093681506
110,5,-139.96739853972707
110,6,-143.0
110,7,-139.96739853972707
110,8,-131.07626093681503
110,9,-116.93250352560273
110,10,-98.5
110,11,-77.03489501412434
110,12,-54.0
110,13,-30.965104985875655
110,14,-9.500000000000007
110,15,8.932503525602726
110,16,23.076260936815032
110,17,31.967398539727085
110,18,35.0
110,19,31.967398539727085
110,20,23.07626093681506
110,21,8.932503525602733
110,22,-9.500000000000007
110,23,-30.96510498587563
111,0,-54.000000000000014
111,1,-77.03489501412437
111,2,-98.5
111,3,-116.93250352560273
111,4,-131.07626093681506
111,5,-139.96739853972707
111,6,-143.0
111,7,-139.96739853972707
111,8,-131.07626093681503
111,9,-116.93250352560273
111,10,-98.5
111,11,-77.03489501412434
111,12,-54.0
111,13,-30.965104985875655
111,14,-9.500000000000007
111,15,8.932503525602726
111,16,23.076260936815032
111,17,31.967398539727085
111,18,35.0
111,19,31.967398539727085
111,20,23.07626093681506
111,21,8.932503525602733
111,22,-9.500000000000007
111,23,-30.96510498587563
112,0,-54.000000000000014
112,1,-77.03489501412437
112,2,-98.5
112,3,-116.93250352560273
112,4,-131.07626093681506
112,5,-139.96739853972707
112,6,-143.0
112,7,-139.96739853972707
112,8,-131.07626093681503
112,9,-116.93250352560273
112,10,-98.5
112,11,-77.03489501412434
112,12,-54.0
112,13,-30.965104985875655
112,14,-9.500000000000007
112,15,8.932503525602726
112,16,23.076260936815032
112,17,31.967398539727085
112,18,35.0
112,19,31.967398539727085
112,20,23.07626093681506
112,21,8.932503525602733
112,22,-9.500000000000007
112,23,-30.96510498587563
113,0,-54.000000000000014
113,1,-77.03489501412437
113,2,-98.5
113,3,-116.93250352560273
113,4,-131.07626093681506
113,5,-139.96739853972707
113,6,-143.0
113,7,-139.96739853972707
113,8,-131.07626093681503
113,9,-116.93250352560273
113,10,-98.5
113,11,-77.03489501412434
113,12,-54.0
113,13,-30.965104985875655
113,14,-9.500000000000007
113,15,8.932503525602726
113,16,23.076260936815032
113,17,31.967398539727085
113,18,35.0
113,19,31.967398539727085
113,20,23.07626093681506
113,21,8.932503525602733
113,22,-9.500000000000007
113,23,-30.96510498587563
114,0,-54.000000000000014
114,1,-77.03489501412437
114,2,-98.5
114,3,-116.93250352560273
114,4,-131.07626093681506
114,5,-139.96739853972707
114,6,-143.0
114,7,-139.96739853972707
114,8,-131.07626093681503
114,9,-116.93250352560273
114,10,-98.5
114,11,-77.03489501412434
114,12,-54.0
114,13,-30.965104985875655
114,14,-9.500000000000007
114,15,8.932503525602726
114,16,23.076260936815032
114,17,31.967398539727085
114,18,35.0
114,19,31.967398539727085
114,20,23.07626093681506
114,21,8.932503525602733
114,22,-9.500000000000007
114,23,-30.96510498587563
115,0,-54.000000000000014
115,1,-77.03489501412437
115,2,-98.5
115,3,-116.93250352560273
115,4,-131.07626093681506
115,5,-139.96739853972707
115,6,-143.0
115,7,-139.96739853972707
115,8,-131.07626093681503
115,9,-116.93250352560273
115,10,-98.5
115,11,-77.03489501412434
115,12,-54.0
115,13,-30.965104985875655
115,14,-9.500000000000007
115,15,8.932503525602726
115,16,23.076260936815032
115,17,31.967398539727085
115,18,35.0
115,19,31.967398539727085
115,20,23.07626093681506
115,21,8.932503525602733
115,22,-9.500000000000007
115,23,-30.96510498587563
116,0,-54.000000000000014
116,1,-77.03489501412437
116,2,-98.5
116,3,-116.93250352560273
116,4,-131.07626093681506
116,5,-139.96739853972707
116,6,-143.0
116,7,-139.96739853972707
116,8,-131.07626093681503
116,9,-116.93250352560273
116,10,-98.5
116,11,-77.03489501412434
116,12,-54.0
116,13,-30.965104985875655
116,14,-9.500000000000007
116,15,8.932503525602726
116,16,23.076260936815032
116,17,31.967398539727085
116,18,35.0
116,19,31.967398539727085
116,20,23.07626093681506
116,21,8.932503525602733
116,22,-9.500000000000007
116,23,-30.96510498587563
117,0,-54.000000000000014
117,1,-77.03489501412437
117,2,-98.5
117,3,-116.93250352560273
117,4,-131.07626093681506
117,5,-139.96739853972707
117,6,-143.0
117,7,-139.96739853972707
117,8,-131.07626093681503
117,9,-116.93250352560273
117,10,-98.5
117,11,-77.03489501412434
117,12,-54.0
117,13,-30.965104985875655
117,14,-9.500000000000007
117,15,8.932503525602726
117,16,23.076260936815032
117,17,31.967398539727085
117,18,35.0
117,19,31.967398539727085
117,20,23.07626093681506
117,21,8.932503525602733
117,22,-9.500000000000007
117,23,-30.96510498587563
118,0,-54.000000000000014
118,1,-77.03489501412437
118,2,-98.5
118,3,-116.93250352560273
118,4,-131.07626093681506
118,5,-139.96739853972707
118,6,-143.0
118,7,-139.96739853972707
118,8,-131.07626093681503
118,9,-116.93250352560273
118,10,-98.5
118,11,-77.03489501412434
118,12,-54.0
118,13,-30.965104985875655
118,14,-9.500000000000007
118,15,8.932503525602726
118,16,23.076260936815032
118,17,31.967398539727085
118,18,35.0
118,19,31.967398539727085
118,20,23.07626093681506
118,21,8.932503525602733
118,22,-9.500000000000007
118,23,-30.96510498587563
119,0,-54.000000000000014
119,1,-77.03489501412437
119,2,-98.5
119,3,-116.93250352560273
119,4,-131.07626093681506
119,5,-139.96739853972707
119,6,-143.0
119,7,-139.96739853972707
119,8,-131.07626093681503
119,9,-116.93250352560273
119,10,-98.5
119,11,-77.03489501412434
119,12,-54.0
119,13,-30.965104985875655
119,14,-9.500000000000007
119,15,8.932503525602726
119,16,23.076260936815032
119,17,31.967398539727085
119,18,35.0
119,19,31.967398539727085
119,20,23.07626093681506
119,21,8.932503525602733
119,22,-9.500000000000007
119,23,-30.96510498587563
120,0,-54.000000000000014
120,1,-77.03489501412437
120,2,-98.5
120,3,-116.93250352560273
120,4,-131.07626093681506
120,5,-139.96739853972707
120,6,-143.0
120,7,-139.96739853972707
120,8,-131.07626093681503
120,9,-116.93250352560273
120,10,-98.5
120,11,-77.03489501412434
120,12,-54.0
120,13,-30.965104985875655
120,14,-9.500000000000007
120,15,8.932503525602726
120,16,23.076260936815032
120,17,31.967398539727085
120,18,35.0
120,19,31.967398539727085
120,20,23.07626093681506
120,21,8.932503525602733
120,22,-9.500000000000007
120,23,-30.96510498587563
121,0,-54.000000000000014
121,1,-77.03489501412437
121,2,-98.5
121,3,-116.93250352560273
121,4,-131.07626093681506
121,5,-139.96739853972707
121,6,-143.0
121,7,-139.96739853972707
121,8,-131.07626093681503
121,9,-116.93250352560273
121,10,-98.5
121,11,-77.03489501412434
121,12,-54.0
121,13,-30.965104985875655
121,14,-9.500000000000007
121,15,8.932503525602726
121,16,23.076260936815032
121,17,31.967398539727085
121,18,35.0
121,19,31.967398539727085
121,20,23.07626093681506
121,21,8.932503525602733
121,22,-9.500000000000007
121,23,-30.96510498587563
122,0,-54.000000000000014
122,1,-77.03489501412437
122,2,-98.5
122,3,-116.93250352560273
122,4,-131.07626093681506
122,5,-139.96739853972707
122,6,-143.0
122,7,-139.96739853972707
122,8,-131.07626093681503
122,9,-116.93250352560273
122,10,-98.5
122,11,-77.03489501412434
122,12,-54.0
122,13,-30.965104985875655
122,14,-9.500000000000007
122,15,8.932503525602726
122,16,23.076260936815032
122,17,31.967398539727085
122,18,35.0
122,19,31.967398539727085
122,20,23.07626093681506
122,21,8.932503525602733
122,22,-9.500000000000007
122,23,-30.96510498587563
123,0,-54.000000000000014
123,1,-77.03489501412437
123,2,-98.5
123,3,-116.93250352560273
123,4,-131.07626093681506
123,5,-139.96739853972707
123,6,-143.0
123,7,-139.96739853972707
123,8,-131.07626093681503
123,9,-116.93250352560273
123,10,-98.5
123,11,-77.03489501412434
123,12,-54.0
123,13,-30.965104985875655
123,14,-9.500000000000007
123,15,8.932503525602726
123,16,23.076260936815032
123,17,31.967398539727085
123,18,35.0
123,19,31.967398539727085
123,20,23.07626093681506
123,21,8.932503525602733
123,22,-9.500000000000007
123,23,-30.96510498587563
124,0,-54.000000000000014
124,1,-77.03489501412437
124,2,-98.5
124,3,-116.93250352560273
124,4,-131.07626093681506
124,5,-139.96739853972707
124,6,-143.0
124,7,-139.96739853972707
124,8,-131.07626093681503
124,9,-116.93250352560273
124,10,-98.5
124,11,-77.03489501412434
124,12,-54.0
124,13,-30.965104985875655
124,14,-9.500000000000007
124,15,8.932503525602726
124,16,23.076260936815032
124,17,31.967398539727085
124,18,35.0
124,19,31.967398539727085
124,20,23.07626093681506
124,21,8.932503525602733
124,22,-9.500000000000007
124,23,-30.96510498587563
125,0,-54.000000000000014
125,1,-77.03489501412437
125,2,-98.5
125,3,-116.93250352560273
125,4,-131.07626093681506
125,5,-139.96739853972707
125,6,-143.0
125,7,-139.96739853972707
125,8,-131.07626093681503
125,9,-116.93250352560273
125,10,-98.5
125,11,-77.03489501412434
125,12,-54.0
125,13,-30.965104985875655
125,14,-9.500000000000007
125,15,8.932503525602726
125,16,23.076260936815032
125,17,31.967398539727085
125,18,35.0
125,19,31.967398539727085
125,20,23.07626093681506
125,21,8.932503525602733
125,22,-9.500000000000007
125,23,-30.96510498587563
126,0,-54.000000000000014
126,1,-77.03489501412437
126,2,-98.5
126,3,-116.93250352560273
126,4,-131.07626093681506
126,5,-139.96739853972707
126,6,-143.0
126,7,-139.96739853972707
126,8,-131.07626093681503
126,9,-116.93250352560273
126,10,-98.5
126,11,-77.03489501412434
126,12,-54.0
126,13,-30.965104985875655
126,14,-9.500000000000007
126,15,8.932503525602726
126,16,23.076260936815032
126,17,31.967398539727085
126,18,35.0
126,19,31.967398539727085
126,20,23.07626093681506
126,21,8.932503525602733
126,22,-9.500000000000007
126,23,-30.96510498587563
127,0,-54.000000000000014
127,1,-77.03489501412437
127,2,-98.5
127,3,-116.93250352560273
127,4,-131.07626093681506
127,5,-139.96739853972707
127,6,-143.0
127,7,-139.96739853972707
127,8,-131.07626093681503
127,9,-116.93250352560273
127,10,-98.5
127,11,-77.03489501412434
127,12,-54.0
127,13,-30.965104985875655
127,14,-9.500000000000007
127,15,8.932503525602726
127,16,23.076260936815032
127,17,31.967398539727085
127,18,35.0
127,19,31.967398539727085
127,20,23.07626093681506
127,21,8.932503525602733
127,22,-9.500000000000007
127,23,-30.96510498587563
128,0,-54.000000000000014
128,1,-77.03489501412437
128,2,-98.5
128,3,-116.93250352560273
128,4,-131.07626093681506
128,5,-139.96739853972707
128,6,-143.0
128,7,-139.96739853972707
128,8,-131.07626093681503
128,9,-116.93250352560273
128,10,-98.5
128,11,-77.03489501412434
128,12,-54.0
128,13,-30.965104985875655
128,14,-9.500000000000007
128,15,8.932503525602726
128,16,23.076260936815032
128,17,31.967398539727085
128,18,35.0
128,19,31.967398539727085
128,20,23.07626093681506
128,21,8.932503525602733
128,22,-9.500000000000007
128,23,-30.96510498587563
129,0,-54.000000000000014
129,1,-77.03489501412437
129,2,-98.5
129,3,-116.93250352560273
129,4,-131.07626093681506
129,5,-139.96739853972707
129,6,-143.0
129,7,-139.96739853972707
129,8,-131.07626093681503
129,9,-116.93250352560273
129,10,-98.5
129,11,-77.03489501412434
129,12,-54.0
129,13,-30.965104985875655
129,14,-9.500000000000007
129,15,8.932503525602726
129,16,23.076260936815032
129,17,31.967398539727085
129,18,35.0
129,19,31.967398539727085
129,20,23.07626093681506
129,21,8.932503525602733
129,22,-9.500000000000007
129,23,-30.96510498587563
130,0,-54.000000000000014
130,1,-77.03489501412437
130,2,-98.5
130,3,-116.93250352560273
130,4,-131.07626093681506
130,5,-139.96739853972707
130,6,-143.0
130,7,-139.96739853972707
130,8,-131.07626093681503
130,9,-116.93250352560273
130,10,-98.5
130,11,-77.03489501412434
130,12,-54.0
130,13,-30.965104985875655
130,14,-9.500000000000007
130,15,8.932503525602726
130,16,23.076260936815032
130,17,31.967398539727085
130,18,35.0
130,19,31.967398539727085
130,20,23.07626093681506
130,21,8.932503525602733
130,22,-9.500000000000007
